cat__Type_H,cat__Type_L,cat__Type_M,num__Air temperature [K],num__Process temperature [K],num__Rotational speed [rpm],num__Torque [Nm],num__Tool wear [min],num__Difference temperature [K],num__Power,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Tool Wear Failure
1.0,0.0,0.0,1.2550401581888537,1.2777499058719897,0.2902965921981937,-0.5207121335390757,0.07968147486694213,-0.6114765821047558,-0.44874846972204824,False,True,False,False,False
1.0,0.0,0.0,-0.09489517191614663,-0.672564286476111,-0.4042671638729196,-0.2534772268099466,1.3573086765005262,-0.8118742274685647,-0.49413227701283585,False,True,False,False,False
0.0,0.0,1.0,0.30508566663349046,1.1432454788135067,-0.8275169527287543,1.2113659656312088,1.6254526570902907,1.0919034034877229,1.2176103053901548,False,True,False,False,False
0.0,1.0,0.0,1.1050473437327364,0.8742366246965404,-0.8275169527287543,0.6966913304491811,-0.014957577105915958,-0.9120730501504398,0.5170371844243499,False,True,False,False,False
0.0,1.0,0.0,1.005052134095334,0.06721006234560345,-0.7189913658426428,1.043106950283238,1.026071994595523,-1.9140612769695524,1.0863474150148107,False,True,False,False,False
0.0,1.0,0.0,-1.294837687565058,-0.672564286476111,0.1546396085905544,-0.19409169198125098,0.7421548386769488,1.592897516897337,-0.030119462953425342,False,True,False,False,False
0.0,0.0,1.0,-0.8948568490154208,-1.143329781180821,0.5290528833476389,-0.649380792334583,1.325762325842907,0.08991517666867091,-0.507750329040249,False,True,False,False,False
0.0,0.0,1.0,0.5550736907270101,0.3362189164625697,0.5670368387577779,-0.9067181099255965,-0.4881528369702064,-0.6114765821047558,-0.900239271553973,False,True,False,False,False
0.0,1.0,0.0,0.20509045699605988,0.268966702933309,-1.3864237251922282,1.6765526551226562,-0.9613480968344968,-0.010283646013264732,1.2833629939185254,False,True,False,False,False
1.0,0.0,0.0,-1.0448496634715383,-1.815851916473275,0.6592835876109726,-1.1046698926879148,-1.5765019346580744,-0.611476582104697,-1.1722220328792499,False,True,False,False,False
0.0,0.0,1.0,-0.5448736152844991,-0.672564286476111,2.075542496474727,-1.7084228301129851,1.3573086765005262,0.08991517666867091,-1.58403231416691,False,True,False,False,False
0.0,1.0,0.0,1.2050425533701385,0.7397321976380573,0.501921486626111,-0.5603024900915393,1.215350098541239,-1.312868340878063,-0.3812595765548543,False,True,False,False,False
0.0,1.0,0.0,-1.64482092129598,-1.6140952758855311,-0.3662832084627806,0.18201669526715408,0.6475157867040906,0.8915057581239691,0.16026168034718963,False,True,False,False,False
0.0,1.0,0.0,0.5550736907270101,0.47072334352105283,-0.5724818235463923,0.5383299042393264,-1.5607287593292647,-0.4110789367409432,0.5079875814745096,False,True,False,False,False
0.0,1.0,0.0,-0.6948664297405881,-0.06729436471291789,-0.805811835351532,0.5581250825155585,-1.0875334994649744,1.2923010488515354,0.3460743745702317,False,True,False,False,False
0.0,1.0,0.0,0.5050760859082948,0.9414888382257628,-0.3445780910855583,-0.03573026577139625,-0.503926012299016,0.390511644714355,-0.1389474855656577,False,True,False,False,False
0.0,0.0,1.0,1.1550449485514516,0.6052277705795359,-0.10039552059180752,0.3304805323388928,1.6254526570902907,-1.413067163560054,0.5800352242520199,False,True,False,False,False
1.0,0.0,0.0,-0.5948712201031859,0.20171448940408657,0.9034661581047234,-1.263031318897769,-0.45660648631258705,1.4926986942154015,-1.3120204544398648,False,True,False,False,False
0.0,1.0,0.0,0.20509045699605988,1.0087410517550235,-0.2686101802652803,0.4690467802725154,0.6632889620329003,1.0919034034877817,0.6527424308029365,False,True,False,False,False
0.0,1.0,0.0,-0.5448736152844991,-0.06729436471291789,0.274017754165277,-0.7780494511300896,-0.7405236422311613,0.991704580805846,-0.8602968653937969,False,True,False,False,False
0.0,0.0,1.0,0.5550736907270101,0.7397321976380573,2.9708785882851467,-1.9855553259802308,0.8683402413074262,-0.010283646013264732,-1.7896804189284568,False,True,False,False,False
0.0,1.0,0.0,0.25508806181477517,-0.13454657824214034,-0.5453504268248645,0.8847455240733832,1.467720903802194,-0.7116754047866308,1.019149505865298,False,True,False,False,False
0.0,1.0,0.0,-0.994852058652823,-1.6140952758855311,-0.17636343141208555,0.17211910612903805,-1.1663993761090226,-0.41107893674088447,0.2871889088591033,False,True,False,False,False
0.0,1.0,0.0,-1.294837687565058,-0.9415731405930773,0.7515303364641674,-0.6988687380251626,1.467720903802194,1.1921022261697118,-0.45679902754452245,False,True,False,False,False
1.0,0.0,0.0,-0.9448544538341077,-1.0760775676515986,-0.14380575534625212,0.3898660671675877,-1.592275109986884,0.2903128220324247,0.6346820227722794,False,True,False,False,False
0.0,1.0,0.0,-0.7948616393780187,-1.3450864217685647,-0.0841166825588908,0.12263116043845848,0.8683402413074262,-0.41107893674088447,0.28177660613025934,False,True,False,False,False
0.0,1.0,0.0,1.1050473437327364,0.7397321976380573,-1.033715567812366,0.8649503457971519,0.04813512420932277,-1.1124706955142523,0.5669409434564304,False,True,False,False,False
0.0,1.0,0.0,0.1050952473586577,-0.3363032188298841,-0.013575051082918364,-0.45142900957226484,-0.42506013565496764,-0.7116754047866308,-0.5321929865253493,False,True,False,False,False
0.0,1.0,0.0,1.8050138111946084,1.883019827635221,0.8654822026945844,-0.8968205207874805,-1.497636058014026,-0.8118742274685647,-0.7199649731341016,False,True,False,False,False
0.0,0.0,1.0,-1.1948424779276274,-0.8743209270638548,-0.7244176451869484,1.4786008723603379,0.631742611375281,1.0919034034877229,1.6823602789610193,False,True,False,False,False
0.0,0.0,1.0,0.7550641100018145,0.47072334352105283,1.098812214499724,-1.1541578383784943,-0.7247504669023516,-0.8118742274685647,-1.0313178720514509,False,True,False,False,False
0.0,1.0,0.0,-0.2948855911909794,-0.7398165000053717,0.22518124006652684,-0.5702000792296553,1.0891646959107617,-0.51127775942282,-0.5657919411001057,False,True,False,False,False
0.0,0.0,1.0,0.005100037721255536,0.9414888382257628,-1.0282892884680606,2.1714321120284517,-1.5291824086716452,1.3924998715334658,2.3026606089162316,False,True,False,False,False
0.0,1.0,0.0,0.45507848108957955,1.3450021194012505,-0.2251999455108357,0.4294564237200519,1.2784427998564778,1.0919034034877817,0.6291533264363638,False,True,False,False,False
0.0,0.0,1.0,1.3050377630075691,0.1344622758748259,3.3398655836979256,-2.2428926435712446,-0.20423568105163212,-2.4150553903791647,-2.2030523144443315,False,True,False,False,False
0.0,1.0,0.0,0.155092852177373,0.9414888382257628,-1.21278278617445,1.2707515004599044,-1.4818628826852163,1.0919034034877229,0.9355206991841336,False,True,False,False,False
0.0,1.0,0.0,0.1050952473586577,-0.4035554323591448,-0.07869040321458523,-0.28316999422429406,1.373081851829336,-0.8118742274685647,-0.3214914593234307,False,True,False,False,False
0.0,1.0,0.0,-0.04489756709745976,0.8742366246965404,-0.9251899809262546,1.2311611439074401,0.9472061179514746,1.3924998715335244,1.1532446406793901,False,True,False,False,False
0.0,0.0,1.0,-1.444830502021147,-1.2778342082393042,-0.19264226944500226,-0.21388687025748238,1.6254526570902907,0.991704580805846,-0.2946045360898206,False,True,False,False,False
0.0,0.0,1.0,1.3050377630075691,1.5467587599889943,-0.47480879534889203,1.4786008723603379,2.3036991962291067,-0.31088011405900934,1.9268644495500706,False,False,False,False,True
1.0,0.0,0.0,-1.64482092129598,-1.4123386352978256,0.20347612268930454,-0.639483203196467,-0.898255395519258,1.1921022261696568,-0.6862302260177612,False,True,False,False,False
0.0,0.0,1.0,-0.04489756709745976,-0.4035554323591448,-0.17636343141208555,0.29089017578642856,1.3099891505140973,-0.51127775942282,0.46282686193060946,False,True,False,False,False
0.0,1.0,0.0,-1.1448448731089405,-0.4035554323591448,-0.8112381146958376,0.4195588345819358,0.5213303840736132,1.693096339579212,0.1526378990839792,False,True,False,False,False
0.0,0.0,1.0,-1.5448257116585775,-1.479590848827048,0.013556345638609501,0.04345044733353077,0.67906213736171,0.8915057581239691,0.2337254453440739,False,True,False,False,False
1.0,0.0,0.0,0.9550545292766188,0.20171448940408657,0.605020794167917,-0.7384590945776262,-0.10959662907877404,-1.6134648089238077,-0.6068303870602092,False,True,False,False,False
0.0,1.0,0.0,-0.7948616393780187,-0.7398165000053717,-0.21977366616653013,1.0035165937307744,1.515040429788623,0.49071046739629065,1.4778567113356804,False,True,False,False,False
0.0,0.0,1.0,0.5050760859082948,1.3450021194012505,0.08952425645888752,-0.2336820485337145,1.3099891505140973,0.991704580805846,-0.13467971997302114,False,True,False,False,False
0.0,0.0,1.0,-0.7448640345593034,-0.3363032188298841,-0.035280168460140655,-0.006037498357048794,-0.3146479083532999,0.991704580805846,0.12410206641684977,False,True,False,False,False
0.0,1.0,0.0,-0.4948760104657837,-0.9415731405930773,-0.6104657789565314,-0.21388687025748238,0.30050592947027766,-0.41107893674088447,-0.5761703710640174,False,True,False,False,False
1.0,0.0,0.0,-1.4948281068398623,-1.2778342082393042,5.41813057256696,-2.628898619957765,-0.1411429797363934,1.0919034034877817,-2.5249194358671763,False,True,False,False,False
0.0,1.0,0.0,0.35508327145217733,1.2777499058719897,-1.1205360373212552,1.7062454225370043,1.373081851829336,1.1921022261696568,1.5921649329475482,False,False,True,False,False
0.0,0.0,1.0,-1.444830502021147,-1.0760775676515986,0.22518124006652684,-0.16439892456690283,0.67906213736171,1.2923010488515354,0.06373258221555565,False,True,False,False,False
0.0,0.0,1.0,-0.39488080082838156,-1.143329781180821,1.1585012872870855,-1.3323144428645808,-1.387223830712358,-0.9120730501504398,-1.3076362952401566,False,True,False,False,False
0.0,0.0,1.0,1.1050473437327364,1.1432454788135067,0.605020794167917,-0.8374349859587853,-1.6553678113021228,-0.51127775942282,-0.7671625808017601,False,True,False,False,False
1.0,0.0,0.0,-1.7948137357520972,-1.6813474894147917,0.07867169777027637,-0.18419410284313492,-0.708977291573542,1.0919034034877817,-0.06649246516339605,False,True,False,False,False
0.0,1.0,0.0,1.1050473437327364,0.47072334352105283,0.13836077055763768,-0.34255552905298964,-0.10959662907877404,-1.5132659862419309,-0.2691337350755846,False,True,False,False,False
0.0,0.0,1.0,0.30508566663349046,0.6052277705795359,0.87090848203889,-0.9463084664780601,-0.25155520703806117,0.2903128220324247,-0.7995200035677499,False,True,False,False,False
0.0,0.0,1.0,1.1550449485514516,1.075993265284284,0.6864149843325005,-0.6592783814726985,-0.8667090448616387,-0.7116754047866308,-0.4302612851321266,False,True,False,False,False
0.0,1.0,0.0,1.0550497389140494,0.06721006234560345,-0.5127927507590311,0.6669985630348336,0.9787524686090939,-2.0142600996514863,0.7387767053635872,False,True,False,False,False
1.0,0.0,0.0,0.5550736907270101,0.4034711299918304,-0.729843924531254,0.39976365630570376,0.06390829953813244,-0.51127775942282,0.1895055741240061,False,True,False,False,False
0.0,0.0,1.0,-0.5448736152844991,-0.9415731405930773,0.17634472596777667,-0.629585614058351,0.332052280127897,-0.31088011405895416,-0.6871613748743363,False,True,False,False,False
0.0,0.0,1.0,1.0550497389140494,-4.2151183657219536e-05,-0.056985285837362946,-0.18419410284313492,0.8525670659786165,-2.1144589223334203,-0.15863740409532184,False,True,False,False,False
0.0,1.0,0.0,0.155092852177373,0.20171448940408657,-0.31744669436403045,1.1618780199406293,-0.898255395519258,-0.010283646013264732,1.6207104650819337,False,True,False,False,False
0.0,1.0,0.0,0.6550689003644123,0.6724799841087966,1.7065555010619482,-1.7777059540797968,1.2942159751852875,-0.31088011405900934,-1.8591092055468483,False,True,False,False,False
0.0,0.0,1.0,-0.8448592441967055,-0.6053120729468504,0.4910689279374999,-0.708766327163278,-1.686914161959742,0.7913069354420352,-0.6253369705846419,False,True,False,False,False
0.0,1.0,0.0,-0.5948712201031859,0.1344622758748259,-0.43682483993875304,0.6768961521729497,-0.030730752434725638,1.3924998715334658,0.8162269514026849,False,True,False,False,False
0.0,1.0,0.0,-1.64482092129598,-1.479590848827048,-0.39884088452861405,-0.0654230331857437,-1.1348530254514033,1.0919034034877817,-0.2199768350222159,False,True,False,False,False
0.0,0.0,1.0,2.005004230469413,2.0175242546937042,-0.47480879534889203,0.6867937413110651,-1.2137189020954517,-1.0122718728323754,0.798622418333059,False,True,False,False,False
0.0,1.0,0.0,-0.19489038155354882,-0.672564286476111,-0.919763701581949,2.032865864094829,0.6632889620329003,-0.6114765821047558,2.236238657147198,False,True,False,False,False
0.0,1.0,0.0,0.25508806181477517,1.075993265284284,-0.17636343141208555,0.7263840978635292,1.4992672544598133,1.0919034034877817,1.1068326898594674,False,True,False,False,False
0.0,0.0,1.0,-0.7448640345593034,-0.8743209270638548,-0.9468950983034768,0.7362816870016446,-0.9455749215056871,0.19011399935054601,0.4699947682327878,False,True,False,False,False
0.0,1.0,0.0,-0.4948760104657837,-0.6053120729468504,-0.8003855560072264,0.5185347259630949,1.1364842218971907,0.08991517666867091,0.2964034027522959,False,True,False,False,False
0.0,1.0,0.0,1.2050425533701385,1.2104976923427673,-0.41511972256153074,0.03355285819541542,0.5686499100600423,-0.611476582104697,-0.089286213214977,False,True,False,False,False
0.0,1.0,0.0,0.4050808762708927,1.2777499058719897,-0.6918599691211149,0.12263116043845848,1.0102988192667133,1.0919034034877229,-0.16470927059757282,False,True,False,False,False
0.0,0.0,1.0,-1.294837687565058,-1.4123386352978256,0.46393753121597203,-0.550404900953424,0.9314329426226649,0.49071046739629065,-0.38869906794020076,False,True,False,False,False
0.0,1.0,0.0,0.8550593196392167,0.6052277705795359,0.8871873200718067,-0.857230164235017,0.6159694360464713,-0.8118742274685647,-0.6418648627888528,False,True,False,False,False
0.0,1.0,0.0,1.6050233919197756,1.0087410517550235,0.013556345638609501,0.2611974083720811,1.8935966376800555,-1.7136636316057416,0.5631969490956169,False,True,False,False,False
0.0,1.0,0.0,0.6050712955456969,0.4034711299918304,-0.8492220701059766,0.9243358806258475,-0.030730752434725638,-0.611476582104697,0.8078175132917399,False,True,False,False,False
0.0,1.0,0.0,-0.6448688249219012,-0.13454657824214034,-0.9577476569920881,1.053004539421354,0.06390829953813244,1.0919034034877817,0.8844918019503581,False,True,False,False,False
0.0,1.0,0.0,2.055001835288128,2.152028681752187,-0.39884088452861405,-0.0456278549095123,0.6475157867040906,-0.9120730501504986,-0.19149919915862368,False,True,False,False,False
1.0,0.0,0.0,0.35508327145217733,0.5379755570503135,-0.1275269173133354,0.023655269057299363,0.5528767347312326,0.08991517666867091,0.10264684484659603,False,True,False,False,False
0.0,0.0,1.0,-0.4948760104657837,-0.672564286476111,-1.033715567812366,1.221263554769325,-0.9928944474921162,-0.010283646013264732,1.0386842329188657,False,True,False,False,False
0.0,1.0,0.0,-0.39488080082838156,0.4034711299918304,0.7243989397426396,-0.649380792334583,-1.245265252753071,1.3924998715335244,-0.3914731155754151,False,True,False,False,False
0.0,1.0,0.0,-0.8948568490154208,-1.2778342082393042,-0.4313985605944475,1.0826973068357015,-1.2610384280818807,-0.11048246869514163,1.4021620688699166,False,True,False,False,False
0.0,0.0,1.0,0.35508327145217733,0.8742366246965404,-1.0499944058452828,1.3004442678742518,-1.1348530254514033,0.5909092900782262,1.128093922084602,False,True,False,False,False
0.0,1.0,0.0,1.755016206375893,1.5467587599889943,-0.7461227625641706,0.8649503457971519,1.3573086765005262,-1.2126695181961862,0.8167798210362776,False,True,False,False,False
0.0,1.0,0.0,0.35508327145217733,0.4034711299918304,-0.5127927507590311,0.08304080388599498,-0.3935137849973483,-0.11048246869514163,-0.08929591268223355,False,True,False,False,False
0.0,1.0,0.0,-0.44487840564706843,0.3362189164625697,-0.664728572399587,0.8847455240733832,-0.4881528369702064,1.3924998715334658,0.9150160254049653,False,True,False,False,False
0.0,1.0,0.0,-0.04489756709745976,0.8742366246965404,-0.1058217999361131,0.5779202607917906,0.726381663348139,1.3924998715335244,0.9449097834879344,False,True,False,False,False
0.0,0.0,1.0,0.4050808762708927,0.20171448940408657,-0.0841166825588908,-0.3524531181911057,1.5465867804462425,-0.51127775942282,-0.4286899714366561,False,True,False,False,False
0.0,0.0,1.0,-0.4948760104657837,0.20171448940408657,0.6267259115451392,-0.8770253425112488,-0.5827918889430644,1.2923010488515907,-0.8192681189009499,False,True,False,False,False
0.0,1.0,0.0,-0.8448592441967055,-4.2151183657219536e-05,-0.1872159901006967,0.47894436941063145,-0.5354723629566355,1.693096339579212,0.7322489639003056,False,True,False,False,False
0.0,1.0,0.0,0.20509045699605988,1.1432454788135067,-1.2344879035516723,1.9437875618517861,0.8367938906498068,1.2923010488515907,1.7817410204659156,False,True,False,False,False
0.0,1.0,0.0,0.155092852177373,0.47072334352105283,-0.013575051082918364,-0.7483566837157422,0.25318640348384863,0.390511644714355,-0.9800173897345087,False,True,False,False,False
1.0,0.0,0.0,-1.7948137357520972,-1.6813474894147917,0.29572287154249927,-0.47122418784849623,-0.503926012299016,1.0919034034877817,-0.3679907053486567,False,True,False,False,False
1.0,0.0,0.0,1.1050473437327364,0.5379755570503135,-0.7841067179743098,0.7659744544159928,-1.5134092333428357,-1.413067163559997,0.6482806758651801,False,True,False,False,False
0.0,0.0,1.0,1.3550353678262559,0.3362189164625697,1.836786205325282,-1.6985252409748695,1.5781331311038618,-2.214657745015297,-1.6622488181192312,False,True,False,False,False
1.0,0.0,0.0,0.20509045699605988,-0.13454657824214034,-0.7189913658426428,0.7560768652778767,0.4897840334159938,-0.611476582104697,0.6900174834677147,False,True,False,False,False
0.0,1.0,0.0,-1.0448496634715383,-1.4123386352978256,-0.35543064977416944,0.528432315101211,-0.25155520703806117,-0.010283646013264732,0.6694255144832431,False,True,False,False,False
0.0,1.0,0.0,-1.1448448731089405,-1.008825354122338,-0.48023507469319765,0.5581250825155585,-0.3304210836821096,0.7913069354420352,0.6108698306588185,False,True,False,False,False
0.0,1.0,0.0,0.20509045699605988,-0.2690510053006234,-0.843795790761671,1.6864502442607723,0.9945256439379037,-0.8118742274685096,1.847736195675686,False,True,False,False,False
0.0,0.0,1.0,0.155092852177373,0.9414888382257628,-0.9251899809262546,1.0233117720070066,0.03236194888051309,1.0919034034877229,0.8739872789121184,False,True,False,False,False
0.0,0.0,1.0,-0.5948712201031859,-0.13454657824214034,0.05154030104874851,-0.3227603507767576,-1.4503165320275968,0.991704580805846,-0.29553568494639504,False,True,False,False,False
0.0,1.0,0.0,-0.8948568490154208,-1.2778342082393042,0.4151010171172219,-0.5108145444009597,-1.0717603241361646,-0.11048246869514163,-0.3558663712786665,False,True,False,False,False
0.0,1.0,0.0,0.5550736907270101,0.8069844111672797,1.2616005948288913,-1.0155915904448714,1.2468964491988586,0.08991517666861217,-0.708364410295935,False,True,False,False,False
0.0,1.0,0.0,1.2050425533701385,0.06721006234560345,-0.7624016005970874,0.8847455240733832,1.1049378712395714,-2.314856567697175,0.8298159050283305,False,True,False,False,False
0.0,1.0,0.0,-0.44487840564706843,0.20171448940408657,-0.50194019207042,0.08304080388599498,-1.055987148807355,1.1921022261696568,-0.08140054633585576,False,True,False,False,False
0.0,0.0,1.0,0.35508327145217733,1.2777499058719897,0.6267259115451392,-0.8869229316493649,0.14277417618218086,1.1921022261696568,-0.8353401361441287,False,True,False,False,False
0.0,1.0,0.0,0.8550593196392167,0.06721006234560345,6.259203870934324,-2.6981817439245765,-1.5291824086716452,-1.6134648089238077,-2.50794536816919,False,True,False,False,False
0.0,1.0,0.0,0.8050617148205298,0.6052277705795359,-0.2686101802652803,0.528432315101211,0.7579280140057584,-0.711675404786686,0.7395720616785797,False,True,False,False,False
0.0,1.0,0.0,-1.0448496634715383,-1.2778342082393042,0.236033798755138,-0.629585614058351,1.6569990077479102,0.1901139993506012,-0.6514188380360051,False,True,False,False,False
1.0,0.0,0.0,-0.5948712201031859,-0.9415731405930773,-0.09496924124750196,-0.21388687025748238,0.9945256439379037,-0.21068129137707547,-0.2287839512906571,False,True,False,False,False
0.0,1.0,0.0,0.055097642539970834,1.0087410517550235,-0.23062622485514128,0.3502757106151242,-0.6616577655871129,1.3924998715334658,0.5085501505753568,False,True,False,False,False
0.0,1.0,0.0,-0.19489038155354882,-0.6053120729468504,-0.729843924531254,1.0629021285594702,-0.34619425901091927,-0.51127775942282,1.1038646528791332,False,True,False,False,False
0.0,0.0,1.0,-0.7948616393780187,-0.201798791771401,0.7461040571198618,-0.649380792334583,0.9472061179514746,1.2923010488515907,-0.37855342519043306,False,True,False,False,False
0.0,0.0,1.0,1.1550449485514516,0.7397321976380573,-1.1042571992883385,1.3301370352885993,-0.6932041162447322,-1.2126695181961862,1.1156204071933955,False,True,False,False,False
0.0,0.0,1.0,0.35508327145217733,0.5379755570503135,-0.41511972256153074,0.528432315101211,-0.2357820317092515,0.08991517666867091,0.6211997632864502,False,True,False,False,False
0.0,1.0,0.0,0.7050665051830992,0.47072334352105283,0.26316519547666584,-0.3524531181911057,-1.008667622820926,-0.7116754047866308,-0.20335194814544655,False,True,False,False,False
1.0,0.0,0.0,-0.6948664297405881,-1.2105819947100818,0.0732454184259708,-0.3029651725005261,-1.1190798501225936,-0.4110789367409432,-0.25117032171748804,False,True,False,False,False
0.0,1.0,0.0,1.8050138111946084,1.748515400576738,0.349985664985555,-0.6196880249202349,1.215350098541239,-1.0122718728323754,-0.567605741476976,False,True,False,False,False
